"zipCode","stateAbv","lat","long","city","state"
"61242","IL","41.697188","-90.30177","Cordova","Illinois"
"61243","IL","41.610151","-89.66298","Deer Grove","Illinois"
"61244","IL","41.518733","-90.41788","East Moline","Illinois"
"61250","IL","41.657803","-90.08613","Erie","Illinois"
"61251","IL","41.738551","-90.06922","Fenton","Illinois"
"61252","IL","41.863049","-90.14524","Fulton","Illinois"
"61254","IL","41.464473","-90.15854","Geneseo","Illinois"
"61256","IL","41.554666","-90.40987","Hampton","Illinois"
"61257","IL","41.590161","-90.20392","Hillsdale","Illinois"
"61259","IL","41.369036","-90.92840","Illinois City","Illinois"
"61260","IL","41.228561","-90.87565","Joy","Illinois"
"61261","IL","41.719782","-89.92116","Lyndon","Illinois"
"61262","IL","41.285950","-90.36117","Lynn Center","Illinois"
"61263","IL","41.260255","-90.60587","Matherville","Illinois"
"61264","IL","41.426583","-90.57639","Milan","Illinois"
"61265","IL","41.490333","-90.50006","Moline","Illinois"
"61270","IL","41.819003","-89.96623","Morrison","Illinois"
"61272","IL","41.223984","-91.01230","New Boston","Illinois"
"61273","IL","41.357236","-90.38482","Orion","Illinois"
"61274","IL","41.372408","-90.27031","Osco","Illinois"
"61275","IL","41.599642","-90.31978","Port Byron","Illinois"
"61276","IL","41.305890","-90.59790","Preemption","Illinois"
"61277","IL","41.612038","-89.93036","Prophetstown","Illinois"
"61279","IL","41.316530","-90.70671","Reynolds","Illinois"
"61281","IL","41.303101","-90.50615","Sherrard","Illinois"
"61282","IL","41.501234","-90.41404","Silvis","Illinois"
"61283","IL","41.605825","-89.77628","Tampico","Illinois"
"61284","IL","41.406276","-90.73500","Taylor Ridge","Illinois"
"61285","IL","41.978758","-90.09248","Thomson","Illinois"
"612HH","IL","41.539672","-90.42338","","Illinois"
"61301","IL","41.347117","-89.08974","La Salle","Illinois"
"61310","IL","41.707588","-89.34371","Amboy","Illinois"
"61311","IL","41.042878","-88.86268","Ancona","Illinois"
"61312","IL","41.435197","-89.23432","Arlington","Illinois"
"61313","IL","41.064946","-88.66836","Blackstone","Illinois"
"61314","IL","41.310471","-89.67662","Buda","Illinois"
"61315","IL","41.289819","-89.37069","Bureau","Illinois"
"61316","IL","41.261853","-89.12523","Cedar Point","Illinois"
"61317","IL","41.427600","-89.21243","Cherry","Illinois"
"61318","IL","41.710715","-89.07807","Compton","Illinois"
"61319","IL","41.011259","-88.74854","Manville","Illinois"
"61320","IL","41.350864","-89.17366","Dalzell","Illinois"
"61321","IL","40.963663","-88.97932","Dana","Illinois"
"61322","IL","41.321814","-89.30860","Depue","Illinois"
"61323","IL","41.435327","-89.39583","Dover","Illinois"
"61324","IL","41.770952","-89.41267","Eldena","Illinois"
"61325","IL","41.234167","-88.82807","Grand Ridge","Illinois"
"61326","IL","41.264159","-89.23655","Granville","Illinois"
"61327","IL","41.252101","-89.32451","Hennepin","Illinois"
"61328","IL","41.504603","-89.46289","Kasbeer","Illinois"
"61329","IL","41.380259","-89.21239","Ladd","Illinois"
"61330","IL","41.533640","-89.27691","La Moille","Illinois"
"61331","IL","41.747471","-89.27713","Lee Center","Illinois"
"61332","IL","41.190024","-88.98238","Leonore","Illinois"
"61333","IL","40.990965","-88.88278","Long Point","Illinois"
"61334","IL","41.144329","-89.08815","Lostant","Illinois"
"61335","IL","41.168946","-89.22050","Mc Nabb","Illinois"
"61336","IL","41.111077","-89.21207","Magnolia","Illinois"
"61337","IL","41.427282","-89.36622","Malden","Illinois"
"61338","IL","41.454700","-89.66966","Manlius","Illinois"
"61340","IL","41.265597","-89.25106","Mark","Illinois"
"61341","IL","41.336202","-88.69727","Marseilles","Illinois"
"61342","IL","41.543149","-89.10696","Mendota","Illinois"
"61344","IL","41.394429","-89.84111","Mineral","Illinois"
"61345","IL","41.280262","-89.79442","Neponset","Illinois"
"61346","IL","41.513879","-89.71842","New Bedford","Illinois"
"61348","IL","41.292401","-89.05943","Oglesby","Illinois"
"61349","IL","41.543342","-89.44078","Ohio","Illinois"
"61350","IL","41.352630","-88.84734","Ottawa","Illinois"
"61353","IL","41.690735","-88.98815","Paw Paw","Illinois"
"61354","IL","41.330789","-89.12990","Peru","Illinois"
"61356","IL","41.372528","-89.44315","Princeton","Illinois"
"61358","IL","40.986256","-89.04364","Rutland","Illinois"
"61359","IL","41.363772","-89.26975","Seatonville","Illinois"
"61360","IL","41.320345","-88.61017","Seneca","Illinois"
"61361","IL","41.400837","-89.74444","Sheffield","Illinois"
"61362","IL","41.332908","-89.20847","Spring Valley","Illinois"
"61363","IL","41.256450","-89.17901","Standard","Illinois"
"61364","IL","41.129482","-88.83666","Streator","Illinois"
"61367","IL","41.638122","-89.26889","Sublette","Illinois"
"61368","IL","41.279825","-89.50492","Tiskilwa","Illinois"
"61369","IL","40.992084","-89.15231","Toluca","Illinois"
"61370","IL","41.210760","-89.03886","Tonica","Illinois"
"61372","IL","41.466102","-89.07794","Troy Grove","Illinois"
"61373","IL","41.370610","-89.01490","Utica","Illinois"
"61374","IL","41.543813","-89.35449","Van Orin","Illinois"
"61375","IL","41.037822","-89.25682","Varna","Illinois"
"61376","IL","41.546706","-89.60081","Normandy","Illinois"
"61377","IL","41.057649","-89.04788","Wenona","Illinois"
"61378","IL","41.722744","-89.15601","West Brooklyn","Illinois"
"61379","IL","41.369056","-89.60321","Wyanet","Illinois"
"613HH","IL","41.318983","-88.97169","","Illinois"
"61401","IL","40.948073","-90.36871","Galesburg","Illinois"
"61410","IL","40.802633","-90.39766","Abingdon","Illinois"
"61411","IL","40.401282","-90.50153","Adair","Illinois"
"61412","IL","41.067549","-90.57994","Alexis","Illinois"
"61413","IL","41.189123","-90.36813","Alpha","Illinois"
"61414","IL","41.117342","-90.16063","Altona","Illinois"
"61415","IL","40.661165","-90.43908","Avon","Illinois"
"61416","IL","40.496817","-90.56334","Bardolph","Illinois"
"61417","IL","40.781504","-90.52901","Berwick","Illinois"
"61418","IL","40.854865","-90.85925","Biggsville","Illinois"
"61419","IL","41.200711","-90.11832","Bishop Hill","Illinois"
"61420","IL","40.555678","-90.87087","Blandinsville","Illinois"
"61421","IL","41.174037","-89.65849","Bradford","Illinois"
"61422","IL","40.550883","-90.51766","Bushnell","Illinois"
"61423","IL","40.889288","-90.50529","Cameron","Illinois"
"61424","IL","41.073398","-89.63015","Camp Grove","Illinois"
"61425","IL","40.778519","-91.05902","Carman","Illinois"
"61426","IL","41.118359","-89.70575","Castleton","Illinois"
"61427","IL","40.499297","-90.17764","Cuba","Illinois"
"61428","IL","40.952695","-90.12141","Dahinda","Illinois"
"61430","IL","40.943990","-90.31205","East Galesburg","Illinois"
"61431","IL","40.617275","-90.29556","Ellisville","Illinois"
"61432","IL","40.642927","-90.17174","Fairview","Illinois"
"61434","IL","41.172197","-90.03901","Galva","Illinois"
"61435","IL","40.972589","-90.54835","Gerlaw","Illinois"
"61436","IL","40.859964","-90.22212","Gilson","Illinois"
"61437","IL","40.854247","-90.96542","Gladstone","Illinois"
"61438","IL","40.579737","-90.64691","Good Hope","Illinois"
"61439","IL","41.025720","-90.35566","Henderson","Illinois"
"61440","IL","40.324365","-90.60351","Industry","Illinois"
"61441","IL","40.337555","-90.30458","Ipava","Illinois"
"61442","IL","41.092081","-90.92743","Keithsburg","Illinois"
"61443","IL","41.247536","-89.92848","Kewanee","Illinois"
"61447","IL","40.867285","-90.75759","Kirkwood","Illinois"
"61448","IL","40.910079","-90.27171","Knoxville","Illinois"
"61449","IL","41.098764","-89.97361","La Fayette","Illinois"
"61450","IL","40.567399","-90.97066","La Harpe","Illinois"
"61451","IL","40.953365","-89.94259","Laura","Illinois"
"61452","IL","40.249363","-90.66845","Littleton","Illinois"
"61453","IL","41.010666","-90.75393","Little York","Illinois"
"61454","IL","40.685436","-91.05207","Lomax","Illinois"
"61455","IL","40.456986","-90.66810","Macomb","Illinois"
"61458","IL","40.776079","-90.19380","Maquon","Illinois"
"61459","IL","40.503305","-90.41808","Marietta","Illinois"
"61460","IL","40.734056","-90.82654","Media","Illinois"
"61462","IL","40.918849","-90.64466","Monmouth","Illinois"
"61465","IL","41.200936","-90.45631","New Windsor","Illinois"
"61466","IL","41.100353","-90.46726","North Henderson","Illinois"
"61467","IL","41.069414","-90.24177","Oneida","Illinois"
"61468","IL","41.254936","-90.40384","Ophiem","Illinois"
"61469","IL","40.957929","-90.93608","Oquawka","Illinois"
"61470","IL","40.614899","-90.47345","Prairie City","Illinois"
"61471","IL","40.696535","-90.82607","Raritan","Illinois"
"61472","IL","41.105401","-90.38717","Rio","Illinois"
"61473","IL","40.705950","-90.65724","Roseville","Illinois"
"61474","IL","40.740729","-90.37946","Saint Augustine","Illinois"
"61475","IL","40.581413","-90.76120","Sciota","Illinois"
"61476","IL","41.095037","-90.80998","Seaton","Illinois"
"61477","IL","40.500643","-90.31576","Smithfield","Illinois"
"61478","IL","40.777241","-90.76454","Smithshire","Illinois"
"61479","IL","40.999497","-89.65429","Speer","Illinois"
"61480","IL","40.727428","-90.91347","Stronghurst","Illinois"
"61482","IL","40.368358","-90.42469","Table Grove","Illinois"
"61483","IL","41.096380","-89.86649","Toulon","Illinois"
"61484","IL","40.292388","-90.42833","Vermont","Illinois"
"61485","IL","41.025484","-90.08422","Victoria","Illinois"
"61486","IL","41.195087","-90.57923","Viola","Illinois"
"61488","IL","41.030951","-90.29705","Wataga","Illinois"
"61489","IL","40.929497","-90.01888","Williamsfield","Illinois"
"61490","IL","41.183299","-90.27637","Woodhull","Illinois"
"61491","IL","41.068691","-89.76033","Wyoming","Illinois"
"614HH","IL","40.905425","-90.99201","","Illinois"
"61501","IL","40.234249","-90.32941","Astoria","Illinois"
"61516","IL","40.850381","-89.11878","Benson","Illinois"
"61517","IL","40.816162","-89.84131","Brimfield","Illinois"
"61519","IL","40.466397","-90.09632","Bryant","Illinois"
"61520","IL","40.552853","-90.02794","Canton","Illinois"
"61523","IL","40.914377","-89.50654","Chillicothe","Illinois"
"61524","IL","40.490965","-90.03285","Dunfermline","Illinois"
"61525","IL","40.849036","-89.65554","Dunlap","Illinois"
"61526","IL","40.936244","-89.62000","Edelstein","Illinois"
"61528","IL","40.776845","-89.74010","Edwards","Illinois"
"61529","IL","40.780415","-89.95565","Elmwood","Illinois"
"61530","IL","40.718228","-89.27153","Eureka","Illinois"
"61531","IL","40.688470","-90.02166","Middlegrove","Illinois"
"61532","IL","40.357560","-89.82389","Forest City","Illinois"
"61533","IL","40.577778","-89.82970","Glasford","Illinois"
"61534","IL","40.409430","-89.65687","Green Valley","Illinois"
"61535","IL","40.590353","-89.54053","Groveland","Illinois"
"61536","IL","40.690205","-89.78042","Hanna City","Illinois"
"61537","IL","41.113829","-89.38486","Henry","Illinois"
"61539","IL","40.558329","-89.76891","Kingston Mines","Illinois"
"61540","IL","41.030697","-89.38586","Lacon","Illinois"
"61541","IL","40.975736","-89.23943","La Rose","Illinois"
"61542","IL","40.393090","-90.13748","Lewistown","Illinois"
"61543","IL","40.392048","-89.99885","Liverpool","Illinois"
"61544","IL","40.688615","-90.24422","London Mills","Illinois"
"61545","IL","40.873236","-89.37082","Cazenovia","Illinois"
"61546","IL","40.442037","-89.78797","Manito","Illinois"
"61547","IL","40.619174","-89.72628","Mapleton","Illinois"
"61548","IL","40.784412","-89.40841","Metamora","Illinois"
"61550","IL","40.613788","-89.46031","Morton","Illinois"
"61552","IL","40.817587","-89.56654","Mossville","Illinois"
"61554","IL","40.567088","-89.63382","Pekin","Illinois"
"61559","IL","40.935608","-89.76802","Princeville","Illinois"
"61560","IL","41.198061","-89.43131","Putnam","Illinois"
"61561","IL","40.795911","-89.19419","Roanoke","Illinois"
"61563","IL","40.489747","-90.05501","Saint David","Illinois"
"61564","IL","40.492710","-89.65194","South Pekin","Illinois"
"61565","IL","41.036199","-89.48336","Sparland","Illinois"
"61567","IL","40.340202","-89.90929","Topeka","Illinois"
"61568","IL","40.513656","-89.47408","Tremont","Illinois"
"61569","IL","40.691022","-89.89138","Trivoli","Illinois"
"61570","IL","40.920631","-89.29547","Washburn","Illinois"
"61571","IL","40.701037","-89.44294","Sunnyland","Illinois"
"61572","IL","40.796752","-90.02866","Yates City","Illinois"
"615HH","IL","40.828109","-89.54517","","Illinois"
"61602","IL","40.677987","-89.60864","Peoria","Illinois"
"61603","IL","40.712887","-89.57904","Peoria Heights","Illinois"
"61604","IL","40.709237","-89.63633","Peoria","Illinois"
"61605","IL","40.678037","-89.62737","Peoria","Illinois"
"61606","IL","40.699137","-89.60972","Peoria","Illinois"
"61607","IL","40.642049","-89.67147","Bartonville","Illinois"
"61610","IL","40.643846","-89.59908","Creve Coeur","Illinois"
"61611","IL","40.683387","-89.54493","East Peoria","Illinois"
"61614","IL","40.755343","-89.59799","Peoria Heights","Illinois"
"61615","IL","40.764368","-89.64480","Peoria","Illinois"
"616HH","IL","40.691751","-89.57964","","Illinois"
"61701","IL","40.477286","-88.99592","Bloomington","Illinois"
"61704","IL","40.459584","-88.96939","Bloomington","Illinois"
"61720","IL","40.553838","-88.51010","Anchor","Illinois"
"61721","IL","40.341123","-89.32028","Armington","Illinois"
"61722","IL","40.434885","-88.62237","Arrowsmith","Illinois"
"61723","IL","40.256893","-89.25013","Atlanta","Illinois"
"61724","IL","40.336763","-88.52604","Bellflower","Illinois"
"61725","IL","40.600045","-89.13627","Carlock","Illinois"
"61726","IL","40.740106","-88.70948","Chenoa","Illinois"
"61727","IL","40.145501","-88.96776","Clinton","Illinois"
"61728","IL","40.569440","-88.62727","Colfax","Illinois"
"61729","IL","40.619306","-89.22353","Congerville","Illinois"
"61730","IL","40.537652","-88.73274","Cooksville","Illinois"
"61731","IL","40.607615","-88.49000","Cropsey","Illinois"
"61732","IL","40.528515","-89.19057","Danvers","Illinois"
"61733","IL","40.615875","-89.32778","Deer Creek","Illinois"
"61734","IL","40.369256","-89.54251","Delavan","Illinois"
"61735","IL","40.193547","-88.79575","Dewitt","Illinois"
"61736","IL","40.395487","-88.84980","Holder","Illinois"
"61737","IL","40.450325","-88.72052","Ellsworth","Illinois"
"61738","IL","40.731662","-89.03978","El Paso","Illinois"
"61739","IL","40.741158","-88.51546","Fairbury","Illinois"
"61740","IL","40.882858","-88.85739","Flanagan","Illinois"
"61741","IL","40.756972","-88.40479","Forrest","Illinois"
"61742","IL","40.628105","-89.28004","Goodfield","Illinois"
"61743","IL","40.877451","-88.77780","Graymont","Illinois"
"61744","IL","40.740729","-88.88791","Gridley","Illinois"
"61745","IL","40.321220","-88.97442","Heyworth","Illinois"
"61747","IL","40.422027","-89.42614","Hopedale","Illinois"
"61748","IL","40.627948","-88.97711","Hudson","Illinois"
"61749","IL","40.091729","-89.10358","Kenney","Illinois"
"61750","IL","40.122884","-88.85664","Lane","Illinois"
"61752","IL","40.345004","-88.75786","Le Roy","Illinois"
"61753","IL","40.638720","-88.79230","Lexington","Illinois"
"61754","IL","40.321811","-89.15864","Mc Lean","Illinois"
"61755","IL","40.533634","-89.34345","Mackinaw","Illinois"
"61756","IL","40.027071","-88.96715","Maroa","Illinois"
"61758","IL","40.528350","-88.84075","Merna","Illinois"
"61759","IL","40.431577","-89.32013","Minier","Illinois"
"61760","IL","40.893593","-89.03266","Minonk","Illinois"
"61761","IL","40.515485","-88.98629","Normal","Illinois"
"61764","IL","40.884053","-88.63376","Pontiac","Illinois"
"61769","IL","40.885397","-88.39957","Saunemin","Illinois"
"61770","IL","40.430727","-88.52548","Saybrook","Illinois"
"61771","IL","40.738973","-89.13579","Secor","Illinois"
"61772","IL","40.399689","-89.06088","Shirley","Illinois"
"61773","IL","40.584937","-88.38028","Sibley","Illinois"
"61774","IL","40.426186","-89.21070","Stanford","Illinois"
"61775","IL","40.653799","-88.39026","Strawn","Illinois"
"61776","IL","40.574936","-88.88696","Towanda","Illinois"
"61777","IL","40.240627","-88.96635","Wapella","Illinois"
"61778","IL","40.242378","-89.10870","Waynesville","Illinois"
"617HH","IL","40.225839","-88.82033","","Illinois"
"61801","IL","40.109647","-88.21246","Urbana","Illinois"
"61802","IL","40.121648","-88.17649","Urbana","Illinois"
"61810","IL"," 39.909736","-87.93384","Allerton","Illinois"
"61811","IL","40.293159","-87.61401","Alvin","Illinois"
"61812","IL","40.273630","-87.88919","Armstrong","Illinois"
"61813","IL"," 39.918042","-88.56139","Bement","Illinois"
"61814","IL","40.231345","-87.58163","Bismarck","Illinois"
"61815","IL","40.112616","-88.37080","Bondville","Illinois"
"61816","IL"," 39.916130","-88.00203","Broadlands","Illinois"
"61817","IL","40.059068","-87.70376","Catlin","Illinois"
"61818","IL"," 39.889596","-88.72633","Cerro Gordo","Illinois"
"61820","IL","40.114931","-88.24322","Champaign","Illinois"
"61821","IL","40.108631","-88.27330","Champaign","Illinois"
"61822","IL","40.126854","-88.29315","Champaign","Illinois"
"61830","IL","40.020978","-88.72247","Cisco","Illinois"
"61831","IL","40.215900","-87.78418","Collison","Illinois"
"61832","IL","40.133786","-87.62898","Danville","Illinois"
"61833","IL","40.096186","-87.64569","Tilton","Illinois"
"61834","IL","40.175463","-87.61240","Danville","Illinois"
"61839","IL","40.139336","-88.62966","De Land","Illinois"
"61840","IL","40.310244","-88.30526","Dewey","Illinois"
"61841","IL","40.039632","-87.83052","Fairmount","Illinois"
"61842","IL","40.251945","-88.65279","Farmer City","Illinois"
"61843","IL","40.313921","-88.37420","Fisher","Illinois"
"61844","IL","40.126299","-87.86871","Fithian","Illinois"
"61845","IL","40.376141","-88.41350","Foosland","Illinois"
"61846","IL"," 39.974120","-87.63138","Georgetown","Illinois"
"61847","IL","40.310063","-88.01922","Gifford","Illinois"
"61848","IL","40.306282","-87.70192","Henning","Illinois"
"61849","IL","40.028716","-87.95760","Homer","Illinois"
"61850","IL"," 39.928040","-87.73629","Indianola","Illinois"
"61851","IL"," 39.950391","-88.43939","Ivesdale","Illinois"
"61852","IL"," 39.901988","-88.07537","Longview","Illinois"
"61853","IL","40.205916","-88.40295","Mahomet","Illinois"
"61854","IL","40.213607","-88.52960","Mansfield","Illinois"
"61855","IL"," 39.919693","-88.67859","Milmine","Illinois"
"61856","IL","40.033400","-88.57375","Monticello","Illinois"
"61857","IL","40.115940","-87.84208","Muncie","Illinois"
"61858","IL","40.121098","-87.74657","Oakwood","Illinois"
"61859","IL","40.149486","-87.96347","Ogden","Illinois"
"61862","IL","40.296282","-87.95553","Penfield","Illinois"
"61863","IL"," 39.907919","-88.27977","Pesotum","Illinois"
"61864","IL"," 39.989282","-88.15174","Philo","Illinois"
"61865","IL","40.306774","-87.80716","Potomac","Illinois"
"61866","IL","40.307065","-88.15575","Rantoul","Illinois"
"61870","IL"," 39.902410","-87.62722","Ridge Farm","Illinois"
"61871","IL","40.192015","-87.97138","Royal","Illinois"
"61872","IL"," 39.945328","-88.36389","Sadorus","Illinois"
"61873","IL","40.124202","-88.03401","Saint Joseph","Illinois"
"61874","IL","40.061694","-88.25023","Savoy","Illinois"
"61875","IL","40.107548","-88.42487","Seymour","Illinois"
"61876","IL"," 39.907331","-87.82587","Sidell","Illinois"
"61877","IL","40.004053","-88.07693","Sidney","Illinois"
"61878","IL","40.243692","-88.17296","Thomasboro","Illinois"
"61880","IL"," 39.981936","-88.25320","Tolono","Illinois"
"61882","IL","40.119483","-88.75367","Weldon","Illinois"
"61883","IL","40.040115","-87.63685","Westville","Illinois"
"61884","IL","40.103110","-88.49744","White Heath","Illinois"
"618HH","IL","40.113178","-87.69355","","Illinois"
"61910","IL"," 39.676634","-88.30284","Arcola","Illinois"
"61911","IL"," 39.704391","-88.45985","Arthur","Illinois"
"61912","IL"," 39.529566","-88.03349","Ashmore","Illinois"
"61913","IL"," 39.809929","-88.45309","Atwood","Illinois"
"61914","IL"," 39.639487","-88.74383","Bethany","Illinois"
"61917","IL"," 39.706131","-87.91691","Brocton","Illinois"
"61919","IL"," 39.783794","-88.13861","Camargo","Illinois"
"61920","IL"," 39.496547","-88.17348","Charleston","Illinois"
"61924","IL"," 39.786334","-87.66325","Chrisman","Illinois"
"61925","IL"," 39.719012","-88.82227","Dalton City","Illinois"
"61928","IL"," 39.452740","-88.51440","Gays","Illinois"
"61929","IL"," 39.806718","-88.60870","Hammond","Illinois"
"61930","IL"," 39.685822","-88.11971","Hindsboro","Illinois"
"61931","IL"," 39.594770","-88.34792","Humboldt","Illinois"
"61932","IL"," 39.797661","-87.87017","Hume","Illinois"
"61933","IL"," 39.556054","-87.92289","Kansas","Illinois"
"61936","IL"," 39.800512","-88.71835","La Place","Illinois"
"61937","IL"," 39.724744","-88.62995","Lovington","Illinois"
"61938","IL"," 39.474889","-88.37421","Mattoon","Illinois"
"61940","IL"," 39.805101","-87.81014","Metcalf","Illinois"
"61941","IL"," 39.801562","-88.07823","Murdock","Illinois"
"61942","IL"," 39.802798","-87.99744","Newman","Illinois"
"61943","IL"," 39.655063","-88.01806","Oakland","Illinois"
"61944","IL"," 39.608494","-87.69958","Paris","Illinois"
"61949","IL"," 39.646359","-87.86014","Redmon","Illinois"
"61951","IL"," 39.582494","-88.60210","Sullivan","Illinois"
"61953","IL"," 39.793493","-88.29184","Tuscola","Illinois"
"61956","IL"," 39.858506","-88.15018","Villa Grove","Illinois"
"61957","IL"," 39.434148","-88.60033","Windsor","Illinois"
"619HH","IL"," 39.459840","-88.14014","","Illinois"
"62001","IL"," 38.884434","-89.74886","Alhambra","Illinois"
"62002","IL"," 38.906065","-90.15909","Alton","Illinois"
"62006","IL"," 39.079147","-90.67372","Batchtown","Illinois"
"62009","IL"," 39.092526","-89.80290","Benld","Illinois"
"62010","IL"," 38.912297","-90.04300","Bethalto","Illinois"
"62011","IL"," 39.112040","-89.21340","Bingham","Illinois"
"62012","IL"," 39.038752","-90.13819","Brighton","Illinois"
"62013","IL"," 38.968323","-90.58121","Meppen","Illinois"
"62014","IL"," 39.039382","-89.94935","Bunker Hill","Illinois"
"62015","IL"," 39.212833","-89.55969","Butler","Illinois"
"62016","IL"," 39.301561","-90.41674","Carrollton","Illinois"
"62017","IL"," 39.081889","-89.37787","Coffeen","Illinois"
"62018","IL"," 38.905998","-90.08306","Cottage Hills","Illinois"
"62019","IL"," 39.017877","-89.46415","Donnellson","Illinois"
"62021","IL"," 38.976011","-89.97461","Dorsey","Illinois"
"62022","IL"," 38.997296","-90.34050","Dow","Illinois"
"62023","IL"," 39.110422","-89.78428","Eagarville","Illinois"
"62024","IL"," 38.868136","-90.08023","East Alton","Illinois"
"62025","IL"," 38.819297","-89.95510","Edwardsville","Illinois"
"62027","IL"," 39.241734","-90.54614","Eldred","Illinois"
"62028","IL"," 38.958848","-90.35383","Elsah","Illinois"
"62030","IL"," 39.155608","-90.16490","Fidelity","Illinois"
"62031","IL"," 39.103735","-90.54252","Fieldon","Illinois"
"62032","IL"," 39.114972","-89.28092","Fillmore","Illinois"
"62033","IL"," 39.127717","-89.82880","Dorchester","Illinois"
"62034","IL"," 38.755920","-89.97442","Glen Carbon","Illinois"
"62035","IL"," 38.947841","-90.22160","Godfrey","Illinois"
"62036","IL"," 38.913840","-90.57421","Golden Eagle","Illinois"
"62037","IL"," 38.985138","-90.44563","Grafton","Illinois"
"62040","IL"," 38.720938","-90.11431","Mitchell","Illinois"
"62044","IL"," 39.362285","-90.22147","Greenfield","Illinois"
"62045","IL"," 39.236358","-90.71359","Hamburg","Illinois"
"62046","IL"," 38.889879","-89.84638","Hamel","Illinois"
"62047","IL"," 39.128014","-90.61590","Hardin","Illinois"
"62048","IL"," 38.833898","-90.09533","Hartford","Illinois"
"62049","IL"," 39.146809","-89.48442","Hillsboro","Illinois"
"62050","IL"," 39.430595","-90.54502","Hillview","Illinois"
"62051","IL"," 39.205747","-89.40909","Irving","Illinois"
"62052","IL"," 39.114762","-90.32442","Jerseyville","Illinois"
"62053","IL"," 39.322422","-90.64246","Kampsville","Illinois"
"62054","IL"," 39.192501","-90.34541","Kane","Illinois"
"62056","IL"," 39.179875","-89.65721","Litchfield","Illinois"
"62058","IL"," 38.967324","-89.76133","Livingston","Illinois"
"62059","IL"," 38.656500","-90.16643","Lovejoy","Illinois"
"62060","IL"," 38.680700","-90.15411","Madison","Illinois"
"62061","IL"," 38.789560","-89.77538","Marine","Illinois"
"62062","IL"," 38.726548","-89.95720","Maryville","Illinois"
"62063","IL"," 39.188838","-90.14654","Medora","Illinois"
"62065","IL"," 39.235652","-90.62842","Michael","Illinois"
"62067","IL"," 38.919730","-90.01241","Moro","Illinois"
"62069","IL"," 39.077557","-89.73423","Mount Olive","Illinois"
"62070","IL"," 39.328077","-90.76896","Mozier","Illinois"
"62074","IL"," 38.964162","-89.68226","New Douglas","Illinois"
"62075","IL"," 39.299771","-89.28640","Nokomis","Illinois"
"62077","IL"," 39.031623","-89.52280","Panama","Illinois"
"62078","IL"," 39.477337","-90.48002","Patterson","Illinois"
"62079","IL"," 39.115848","-90.13336","Piasa","Illinois"
"62080","IL"," 39.136284","-89.10348","Ramsey","Illinois"
"62081","IL"," 39.261499","-90.23039","Rockbridge","Illinois"
"62082","IL"," 39.481469","-90.33999","Roodhouse","Illinois"
"62083","IL"," 39.354674","-89.19993","Rosamond","Illinois"
"62084","IL"," 38.849400","-90.08536","Roxana","Illinois"
"62085","IL"," 39.078047","-89.80626","Sawyerville","Illinois"
"62086","IL"," 38.996375","-89.57044","Sorento","Illinois"
"62087","IL"," 38.828347","-90.05894","South Roxana","Illinois"
"62088","IL"," 39.011612","-89.78855","Staunton","Illinois"
"62089","IL"," 39.130404","-89.49298","Taylor Springs","Illinois"
"62090","IL"," 38.670650","-90.17052","Venice","Illinois"
"62091","IL"," 39.053344","-89.59324","Walshville","Illinois"
"62092","IL"," 39.433041","-90.40655","White Hall","Illinois"
"62093","IL"," 39.068901","-89.85425","Wilsonville","Illinois"
"62094","IL"," 39.249272","-89.35236","Witt","Illinois"
"62095","IL"," 38.860447","-90.09418","Wood River","Illinois"
"62097","IL"," 38.932347","-89.84608","Worden","Illinois"
"620HH","IL"," 38.946356","-90.29456","","Illinois"
"62201","IL"," 38.628550","-90.14609","Sauget","Illinois"
"62203","IL"," 38.598175","-90.07575","East Saint Louis","Illinois"
"62204","IL"," 38.631383","-90.10008","Washington Park","Illinois"
"62205","IL"," 38.615100","-90.12675","East Saint Louis","Illinois"
"62206","IL"," 38.564451","-90.16280","Cahokia","Illinois"
"62207","IL"," 38.590350","-90.13276","Alorton","Illinois"
"62208","IL"," 38.596199","-90.00227","Fairview Heights","Illinois"
"62214","IL"," 38.377193","-89.55998","Venedy","Illinois"
"62215","IL"," 38.517125","-89.60258","Albers","Illinois"
"62216","IL"," 38.607817","-89.60516","Aviston","Illinois"
"62217","IL"," 38.178395","-89.84183","Baldwin","Illinois"
"62218","IL"," 38.535097","-89.46426","Bartelso","Illinois"
"62219","IL"," 38.605187","-89.43404","Beckemeyer","Illinois"
"62220","IL"," 38.500460","-89.97654","Belleville","Illinois"
"62221","IL"," 38.532311","-89.93996","Belleville","Illinois"
"62223","IL"," 38.556150","-90.05078","Belleville","Illinois"
"62225","IL"," 38.544298","-89.85054","Scott A F B","Illinois"
"62226","IL"," 38.538950","-90.00104","Belleville","Illinois"
"62230","IL"," 38.620018","-89.53050","Breese","Illinois"
"62231","IL"," 38.623384","-89.36368","Carlyle","Illinois"
"62232","IL"," 38.636749","-90.01763","Caseyville","Illinois"
"62233","IL"," 37.921816","-89.82842","Chester","Illinois"
"62234","IL"," 38.679282","-89.99407","Collinsville","Illinois"
"62236","IL"," 38.442906","-90.20775","Columbia","Illinois"
"62237","IL"," 38.188624","-89.59789","Swanwick","Illinois"
"62238","IL"," 38.034281","-89.54537","Cutler","Illinois"
"62239","IL"," 38.526792","-90.19253","Dupo","Illinois"
"62240","IL"," 38.535325","-90.21617","East Carondelet","Illinois"
